"rating"	"date"	"movie_title"	"comment_title"	"comment"
"https://s.yimg.com/f/i/tw/movie/i6/rating_star_4.gif"	"發表人：Lee   發表時間：2010-01-06"	"在世界轉角遇見愛"	"標題：很感人有深度的一部電影，但年輕人恐怕無法接受....."	"有人說它悶，我覺得不可思議。 因為，劇情內容很感人，拍攝手法也很有深度。也許是，需要一些人生歷練，或是經歷過災難的人才看得懂吧！ 畢竟，保加利亞與歐洲共產世界離台灣的年輕人有些遙遠喔！"
"https://s.yimg.com/f/i/tw/movie/i6/rating_star_3.gif"	"發表人：小摸   發表時間：2009-07-27"	"在世界轉角遇見愛"	"標題：我在世界轉角遇到7-11"	"你覺得這項短評有幫助嗎？ [ 有 ] [ 沒有 ] [ 檢舉內容 ]"
"https://s.yimg.com/f/i/tw/movie/i6/rating_star_4.gif"	"發表人：弟弟   發表時間：2009-07-22"	"在世界轉角遇見愛"	"標題：算是中低悶的影展片"	"算悶片啦但還OK"
