movie_id,total_comments,title,taiwan_release_date,taiwan_date,taiwan_year,Holiday,Hours,Minutes,TotalMinutes,expected_rating,num_exp_votes,actual_rating,num_actual_votes,boxoffice_taiwan(10thousand),china_release_date,china_date,china_year,boxoffice_china(100million),type_action,type_adventure,type_animation,type_comedy,type_crime,type_drama,type_fantasy,type_horror,type_other,type_romance,type_sci-fi,type_thriller,boxoffice_china(100million)_red,taiwan_day_Friday,taiwan_day_Thursday,taiwan_day_Tuesday,taiwan_day_Wednesday,taiwan_month_April,taiwan_month_August,taiwan_month_December,taiwan_month_February,taiwan_month_January,taiwan_month_July,taiwan_month_June,taiwan_month_March,taiwan_month_May,taiwan_month_November,taiwan_month_October,taiwan_month_September,china_day_Friday,china_day_Monday,china_day_Saturday,china_day_Sunday,china_day_Thursday,china_day_Tuesday,china_day_Wednesday,china_month_April,china_month_August,china_month_December,china_month_February,china_month_January,china_month_July,china_month_June,china_month_March,china_month_May,china_month_November,china_month_October,china_month_September
4763,15,RIO 2,41732,3,2014,0,1,41,101,94,254,3.7,104,1000,41740,11,2014,2.43,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4776,7,fire with fire,41432,7,2013,0,1,28,88,81,31,3.8,29,11,41971,28,2014,0.06,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4802,5,Saving Mother Robot,41495,9,2013,0,1,28,88,64,137,3.4,52,168,41495,9,2013,0.01,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4803,59,Jobs,41544,27,2013,0,2,8,128,94,516,3.4,274,1300,41544,27,2013,0.06,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4822,13,Killing Season,41516,30,2013,0,1,31,91,90,79,3.6,50,143,42174,19,2015,0.01,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4825,49,Seventh Son,42004,31,2014,0,1,43,103,94,124,2.5,174,1800,42020,16,2015,1.61,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4838,151,The Maze Runner,41894,12,2014,0,1,54,114,99,672,4.4,971,8700,41940,28,2014,1.47,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4847,8,The Vocano,41593,15,2013,0,1,33,93,97,58,4.1,42,130,41768,9,2014,0.02,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4855,119,MayDay Nowhere3D,41535,18,2013,0,2,0,120,98,3889,4.7,1682,1800,41536,19,2013,0.19,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4872,79,SNOWPIERCER,41614,6,2013,0,2,6,126,77,165,3.7,218,723,41715,17,2014,0.68,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4875,66,Special ID,41565,18,2013,0,1,25,85,94,176,3.7,216,285,41565,18,2013,1.54,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4884,250,FROZEN,41635,27,2013,0,1,48,108,98,278,4.9,1854,5300,41675,5,2014,2.96,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4885,107,Campus Confidential,41614,6,2013,0,1,42,102,92,1266,4.5,833,842,41744,15,2014,0.05,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4891,58,Rhythm of The Rain,41551,4,2013,0,1,58,118,94,400,3.9,297,361,41621,13,2013,0.01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4909,173,Robocop,41669,30,2014,0,1,58,118,97,542,4.2,710,5000,41698,28,2014,3.12,1,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4923,161,Divergent,41740,11,2014,0,2,20,140,97,286,4.5,993,3600,41890,8,2014,0.76,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4927,6,A Little Bird,41551,4,2013,0,1,33,93,53,17,1.6,44,1900,41620,12,2013,3.1,0,0,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4934,716,Transformers: Age of Extinction,41815,25,2014,0,2,45,165,97,2396,3.7,2205,20700,41817,27,2014,19.7,1,1,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4935,7,Love Transplantation,41593,15,2013,0,1,34,94,86,112,4.2,41,23,41607,29,2013,0.008,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4937,232,THE HOBBIT: THE DESOLATION OF SMAUG,41621,13,2013,0,2,41,161,99,936,4.6,1197,6100,41691,21,2014,4.58,0,1,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4971,247,Captain America: The Winter Soldier,41725,27,2014,0,2,16,136,98,724,4.7,1593,11300,41733,4,2014,7.13,1,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4973,2,THE WAY WE DANCE,41593,15,2013,0,1,50,110,67,18,3.5,20,32,41698,28,2014,0.006,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4981,1,Bends,41600,22,2013,0,1,36,96,76,29,2.8,10,23,41684,14,2014,0.14,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4983,249,X-MEN: DAYS OF FUTURE PAST,41780,21,2014,0,2,12,132,98,692,4.5,1242,9200,41782,23,2014,7.19,1,0,0,0,0,1,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4984,43,Homefront,41607,29,2013,0,1,30,90,98,123,4.4,179,677,41712,14,2014,0.3,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4985,19,Mr. Peabody & Sherman,41697,27,2014,0,1,33,93,96,81,4.3,150,835,41726,28,2014,1.18,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4991,52,"I, Frankenstein",41669,30,2014,0,1,32,92,96,280,3.6,217,1500,42150,26,2015,0.46,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4992,154,NON STOP,41712,14,2014,0,1,46,106,99,360,4.5,839,4300,41901,19,2014,1.02,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5016,158,Sweet Alibis,41656,17,2014,0,1,52,112,95,722,4.5,1074,854,41705,7,2014,0.35,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5019,262,MALEFICENT,41789,30,2014,0,1,38,98,98,881,4.6,1702,8300,41810,20,2014,2.96,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5024,100,Pompeii,41691,21,2014,0,2,25,145,96,170,4.2,392,2300,41866,15,2014,0.96,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5025,16,Tarzan,41669,30,2014,0,1,34,94,66,56,2.7,61,340,41872,21,2014,0.1935,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5031,58,The Legend of Hercules,41649,10,2014,0,1,40,100,89,84,3.3,199,723,41740,11,2014,0.24,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5033,22,The Monuments Men,41712,14,2014,0,1,59,119,98,113,3.4,94,663,41726,28,2014,0.46,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5045,94,Brick mansions,41760,1,2014,0,1,30,90,98,711,4.5,550,2184,41852,1,2014,1.8755,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5062,338,The Amazing Spider-man 2: Rise of Electro,41752,23,2014,0,2,23,143,98,553,4.3,1307,10100,41763,4,2014,5.82,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5067,508,GODZILLA 3D,41775,16,2014,0,2,3,123,98,1281,4.2,1738,7800,41803,13,2014,4.78,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5068,359,EDGE OF TOMORROW,41789,30,2014,0,1,54,114,97,444,4.6,1665,9100,41796,6,2014,4.04,1,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5069,310,INTERSTELLAR,41950,7,2014,0,2,49,169,96,314,4.7,1730,13200,41955,12,2014,7.48,1,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5075,15,One Minute More,41768,9,2014,0,1,52,112,95,359,4.4,174,173,42174,19,2015,0.12,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5081,198,Dawn of the Planet of the Apes,41836,16,2014,0,2,10,130,97,542,4.5,942,7700,41880,29,2014,7.07,1,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5110,123,NEED FOR SPEED,41712,14,2014,0,2,11,131,97,185,4.4,587,2000,41712,14,2014,4.09,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5113,111,How to Train Your Dragon 2,41824,4,2014,0,1,42,102,97,683,4.6,775,4900,41865,14,2014,4.01,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5122,10,Sabotage,41740,11,2014,0,1,49,109,94,48,3.6,67,240,42118,24,2015,0.16,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5126,105,Guardians of the Galaxy,41851,31,2014,0,2,1,121,94,272,4.5,647,4300,41922,10,2014,5.9,1,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5155,51,Dhoom3,41768,9,2014,0,2,30,150,95,132,4.4,192,114,41845,25,2014,0.1971,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5171,6,Grace Of Monaco,41796,6,2014,0,1,43,103,95,193,4.1,66,349,41810,20,2014,0.25,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5172,62,Hercules,41844,24,2014,0,1,37,97,95,180,4.2,328,2700,41933,21,2014,0.68,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5174,56,Into the Storm,41859,8,2014,0,1,29,89,96,353,4.3,318,1900,41894,12,2014,1.07,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5175,138,Teenage Mutant Ninja Turtles,41859,8,2014,0,1,41,101,93,356,4.6,762,5300,41943,31,2014,3.8,0,1,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5178,56,The Expendables 3,41866,15,2014,0,2,7,127,97,406,4.4,298,2100,41883,1,2014,4.49,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5180,443,Lucy,41871,20,2014,0,1,30,90,99,2382,3.9,1878,14800,41936,24,2014,2.74,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5186,2,Khumba,41803,13,2014,0,1,26,86,89,47,3.7,26,46,42004,31,2014,0.3863,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5202,360,Café．Waiting．Love,41866,15,2014,0,1,59,119,97,2153,4.3,2272,7600,41929,17,2014,0.07,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5238,4,Z Storm,41824,4,2014,0,1,32,92,81,100,3.9,96,55,41867,16,2014,0.94,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5252,1,Minuscule: Valley of the Lost Ants,41831,11,2014,0,1,29,89,85,47,4,29,112,41873,22,2014,0.27,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5273,10,But Always,41887,5,2014,0,1,46,106,97,820,4.2,187,211,41887,5,2014,2.26,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5285,192,Kingsman: The Secret Service,42053,18,2015,0,2,9,129,97,150,4.8,1236,13113,42090,27,2015,4.84,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5293,4,Deepsea Challenge,41859,8,2014,0,1,30,90,86,43,3.7,27,52,42047,12,2015,0.0238,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5297,194,The Hunger Games: Mockingjay - Part Ⅰ,41964,21,2014,0,2,3,123,98,864,3.6,697,7000,42043,8,2015,1.97,1,1,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5315,36,Murmur Of The Hearts,42104,10,2015,0,1,59,119,94,160,4.1,117,651,42124,30,2015,0.13,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5343,82,Fury,41957,14,2014,0,2,15,135,99,581,4.6,469,2200,41964,21,2014,1.18,1,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5344,20,Unbroken,42027,23,2015,0,2,17,137,96,172,4.4,125,530,42034,30,2015,0.33,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5348,42,Good People,41908,26,2014,0,1,29,89,98,58,4,87,218,42188,3,2015,0.0457,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5351,86,The Hobbit: The Battle of the Five Armies,41990,17,2014,0,2,24,144,99,552,4.6,622,7000,42027,23,2015,7.51,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5355,25,SPONGEBOB: SPONGE OUT OF WATER,42034,30,2015,0,1,33,93,89,167,3.8,117,1100,42339,1,2015,0.497,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5357,43,KUNG FU JUNGLE,41943,31,2014,0,1,40,100,98,627,4.5,473,597,41943,31,2014,1.03,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5363,35,Night at the Museum: Secret of the Tomb,41997,24,2014,0,1,38,98,98,354,4.5,260,5500,42008,4,2015,3.2,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5374,9,Home,42090,27,2015,0,1,34,94,80,59,4.4,87,900,42118,24,2015,1.72,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5408,25,Sex Appeal,41936,24,2014,0,1,49,109,95,203,4.4,181,408,41936,24,2014,0.11,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5412,1,My Brilliant Life,41915,3,2014,0,1,57,117,77,71,3.3,30,23,42076,13,2015,0.058,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5416,58,STAND BY ME Doraemon,41992,19,2014,0,1,35,95,97,820,4.6,316,1143,42152,28,2015,5.29,0,0,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5421,45,SECOND CHANCE,41950,7,2014,0,1,45,105,99,1768,4.7,807,667,42272,25,2015,0.004,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5426,111,Big Hero 6,42004,31,2014,0,1,48,108,99,218,4.7,819,6432,42063,28,2015,5.26,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5450,56,The Imitation Game,42061,26,2015,0,1,55,115,99,377,4.8,510,4400,42206,21,2015,0.33,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5458,163,Inside Out,42223,7,2015,0,1,42,102,96,332,4.7,700,6900,42283,6,2015,0.94,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5461,74,Taken 3,42013,9,2015,0,1,49,109,99,432,4.3,428,6460,42083,20,2015,2.043,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5465,23,Begin Again,41997,24,2014,0,1,44,104,97,60,4.6,224,1100,42181,26,2015,0.18,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5472,122,Tomorrowland,42146,22,2015,0,2,10,130,98,205,3.8,348,2900,42150,26,2015,1.17,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5488,64,The Transporter Legacy,42249,2,2015,0,1,36,96,83,221,3.9,227,2213,42328,20,2015,1.29,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5499,278,The Avengers: Age of Ultron,42116,22,2015,0,2,22,142,98,909,4.3,975,20400,42136,12,2015,14.5,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5500,58,JUPITER ASCENDING,42039,4,2015,0,2,7,127,91,102,3.3,227,2200,42069,6,2015,2.79,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5508,347,Fast & Furious 7,42095,1,2015,0,2,18,138,98,1187,4.8,2042,25700,42106,12,2015,24.1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5515,145,Minions,42194,9,2015,0,1,33,93,98,1042,3.9,608,11300,42260,13,2015,4.35,0,0,1,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5517,219,San Andreas,42153,29,2015,0,1,55,115,99,674,4.6,1030,8100,42157,2,2015,6.17,1,1,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5526,451,Jurassic World,42165,10,2015,0,2,5,125,98,1039,4.5,1777,27800,42165,10,2015,13.8,0,1,0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5535,25,First Of May,42125,1,2015,0,1,50,110,96,356,4.4,98,439,42307,30,2015,0.0331,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5536,55,The Wonderful Wedding,42053,18,2015,0,1,44,104,96,1048,4.2,389,5600,42053,18,2015,0.0467,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
5551,45,Pan,42285,8,2015,0,1,51,111,96,286,4.2,160,1100,42299,22,2015,0.22,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
